exam_id,question_id,question_text,option_a,option_b,option_c,option_d,correct_option,timestamp,student_id,selected_option
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:31:48,stu_025,a
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:29:54,stu_026,c
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:31:03,stu_027,c
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:32:03,stu_028,c
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:33:25,stu_029,d
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:32:33,stu_030,a
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:32:10,stu_031,a
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:32:02,stu_032,a
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:33:31,stu_033,a
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:30:43,stu_034,c
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:31:31,stu_035,b
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:31:07,stu_036,a
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:30:17,stu_037,
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:30:17,stu_038,b
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:33:43,stu_039,d
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:34:46,stu_040,c
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:32:14,stu_041,a
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:30:54,stu_042,c
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:31:09,stu_043,d
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:33:09,stu_044,b
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:34:50,stu_045,b
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:32:33,stu_046,b
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:35:41,stu_047,c
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:33:29,stu_048,c
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:36:45,stu_049,a
ex_001,q_01,"According to the transcript, what analysis technique was used to evaluate how two factors affect one variable?",Linear Regression,Principal Component Analysis,Multifactorial ANOVA (2-way ANOVA),T-test,c,2025-06-10 13:34:49,stu_050,b
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:27:36,stu_001,a
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:28:42,stu_002,b
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:26:16,stu_003,b
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:28:10,stu_004,
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:24:52,stu_005,d
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:24:49,stu_006,
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:29:12,stu_007,a
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:25:10,stu_008,d
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:26:03,stu_009,c
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:27:54,stu_010,a
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:26:36,stu_011,a
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:28:02,stu_012,a
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:28:10,stu_013,d
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:28:03,stu_014,
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:26:21,stu_015,c
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:28:50,stu_016,b
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:27:31,stu_017,a
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:30:03,stu_018,d
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:31:30,stu_019,
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:29:10,stu_020,
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:29:15,stu_021,c
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:28:25,stu_022,d
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:28:15,stu_023,b
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:27:53,stu_024,a
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:31:29,stu_025,d
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:30:25,stu_026,a
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:32:08,stu_027,d
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:29:21,stu_028,b
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:28:34,stu_029,d
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:30:46,stu_030,
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:33:14,stu_031,d
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:33:55,stu_032,d
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:31:58,stu_033,c
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:32:21,stu_034,a
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:30:13,stu_035,c
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:34:14,stu_036,b
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:32:55,stu_037,a
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:32:53,stu_038,d
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:31:49,stu_039,a
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:33:41,stu_040,d
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:30:33,stu_041,b
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:32:29,stu_042,d
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:32:23,stu_043,c
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:34:09,stu_044,b
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:34:33,stu_045,d
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:33:00,stu_046,
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:31:32,stu_047,d
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:32:38,stu_048,d
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:36:07,stu_049,d
ex_001,q_02,"In the Netflix example, what are the two factors analyzed for their impact on a variable?",The number of 'likes' and rating,Content type (movie/series) and genre,The director and year of release,Duration and cast,b,2025-06-10 13:36:38,stu_050,a
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:26:26,stu_001,c
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:24:12,stu_002,c
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:26:44,stu_003,b
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:27:04,stu_004,b
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:25:31,stu_005,d
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:28:05,stu_006,a
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:28:05,stu_007,c
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:26:46,stu_008,d
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:27:34,stu_009,a
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:28:06,stu_010,d
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:28:17,stu_011,b
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:30:36,stu_012,d
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:28:43,stu_013,a
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:26:31,stu_014,b
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:29:10,stu_015,b
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:27:48,stu_016,
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:29:43,stu_017,a
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:31:01,stu_018,d
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:31:14,stu_019,d
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:28:55,stu_020,
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:31:16,stu_021,
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:30:33,stu_022,a
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:30:46,stu_023,c
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:29:27,stu_024,b
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:30:54,stu_025,d
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:31:55,stu_026,b
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:28:56,stu_027,b
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:28:29,stu_028,b
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:29:01,stu_029,b
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:28:56,stu_030,
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:30:45,stu_031,b
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:33:48,stu_032,
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:30:41,stu_033,c
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:32:49,stu_034,a
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:33:50,stu_035,a
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:30:38,stu_036,a
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:30:49,stu_037,b
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:33:28,stu_038,d
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:32:56,stu_039,d
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:31:07,stu_040,a
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:34:36,stu_041,c
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:33:39,stu_042,c
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:32:35,stu_043,d
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:34:31,stu_044,a
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:32:27,stu_045,a
ex_001,q_03,"In the context of ANOVA, what is each category within a factor called, such as each specific type of diet?",Variables,Metrics,Levels,Factors,c,2025-06-10 13:34:16,stu_046,b
